tweet_id,label
00BHHHP1,0
00UNMD0E,0
01AXPTJF,0
01HOEQJW,0
01JUKMAO,0
01V1X8XW,0
01VCVYR0,0
01VO7KBO,0
020SYHIL,0
02CQIJUI,0
02OLGGYV,0
02VDQ7JT,0
03VDEOFZ,0
03W32GF1,0
0415LSAN,0
047IZEE1,0
04BA7VQ9,0
04Q6QMSI,0
04UJ9Q31,0
04W0XJEJ,0
05277SI4,0
05OKQQBU,0
05PUPGUS,0
0749FDXA,0
078BED1W,0
07B3FVUX,0
07SO3YBG,0
07VBSV9R,0
07VRJ7KY,0
07ZUS2DD,0
08DJ5XND,0
08HY52OR,0
08ZVZMNA,0
09D4JMNJ,0
09DSYIQ7,0
09O38XEV,0
0A21KQ6M,0
0A5K6EBZ,0
0AKC7N18,0
0AVGJKYZ,0
0BJTMHMU,0
0BLHVV1M,0
0C4IZ2NQ,0
0C5GV66O,0
0CBOHX9M,0
0CCJ1SMQ,0
0CGQFX6F,0
0CQ3QSYS,0
0CXVNB4Q,0
0D33P1WR,0
0D3W2EG9,0
0D7OGTTQ,0
0DCGQEQD,0
0DFIQMAV,0
0DOD5YV1,0
0DSEXSUT,0
0E5E5VOC,0
0EILVR8Z,0
0ELNXTUQ,0
0F36Y853,0
0FCA4MPB,0
0FKEWN0K,0
0FOBE3OZ,0
0FX9QJAS,0
0G18CCZX,0
0G3S14B8,0
0G5WK2AZ,0
0GB1F2Q5,0
0GBJQZB7,0
0GG5Y3LI,0
0GOLHGV0,0
0H40XA1I,0
0HAAKCTM,0
0HZWVJSU,0
0HZZT3VB,0
0I1SE7QS,0
0I6TQSZE,0
0IBBENNY,0
0INHGQUR,0
0IRU7WSZ,0
0J1KH6IR,0
0JFPL4WS,0
0JOKLM2W,0
0JRF3UU6,0
0JWZZYP6,0
0K600HFK,0
0KIQZZ55,0
0KTRZU3F,0
0L5FPE0M,0
0LJU7D73,0
0M5P9LC5,0
0M738I3J,0
0MKZBCYV,0
0MQ7K6CC,0
0NEYSYJE,0
0NM97TFK,0
0NYFVKVR,0
0OGKWRB6,0
0P0F7Z28,0
0P1W9RZV,0
0PKQN5ZH,0
0Q269J05,0
0QAJE1TS,0
0QP8BFOL,0
0QPJGR5L,0
0QY53C2D,0
0RBILGAY,0
0RLELG5C,0
0RPFLABS,0
0S7CQ4NM,0
0S94ZK8X,0
0SKCHVYQ,0
0SPN656F,0
0SYVQUV3,0
0T9M01HO,0
0TD9MYE7,0
0TVVGK0Y,0
0U5K9354,0
0UAS9KZ8,0
0UU0K2M9,0
0V0E36KX,0
0VJRIRF2,0
0VPWA7OP,0
0VZZVO8K,0
0WJ49YKS,0
0WRP7CRH,0
0WT10TDJ,0
0X5OKEGG,0
0X5XXYXV,0
0X7XSWH8,0
0X9NOJIT,0
0XA3P7K9,0
0XES42U3,0
0XG1BZYN,0
0XKCZLPF,0
0XLA0FDU,0
0XYD76FK,0
0Y09E8RV,0
0YDK8S9C,0
0YIZRXBP,0
0YJTCA8W,0
0YNM4HVC,0
0YTZPELQ,0
0Z2MDPDT,0
0Z2RHQDH,0
102U0YX3,0
107C2L0T,0
107DHDBX,0
10BYCU8A,0
10HEMN9C,0
10VK7LE1,0
10YYE0DC,0
10YZV5WC,0
10ZG51MZ,0
110TCSFM,0
11GUK2S1,0
11HBNHBZ,0
11IVYVX2,0
12L8FLPV,0
12NODYFQ,0
12SDZ9RH,0
1389W54H,0
13BVQ17H,0
13IDRQ2L,0
13O16XLW,0
13P6K8QY,0
13UO9VDI,0
145PEZAA,0
146NWQHN,0
146W4L0B,0
14NPKO0I,0
14VKGQMD,0
156RKJ4J,0
15LXW89U,0
15T435VZ,0
15ZDGMGZ,0
16CSK3VX,0
16GABXU4,0
16M3GQBL,0
16QKOG7D,0
16UV84RZ,0
16X4WWOG,0
17CA2RAB,0
17U0TZP0,0
17V45OQY,0
17YJ5XC7,0
1810S3I5,0
18F24KHJ,0
18FGTXCX,0
18GHH8L1,0
18JWONSH,0
18KLKSIM,0
18LR28MW,0
18X8NIYZ,0
18YOVFEQ,0
195JQFF4,0
1960TJV9,0
19A3XHW0,0
19OCHYUN,0
19OQCFPQ,0
19R1ZAK4,0
19RFNUPU,0
19TXSZ4C,0
1A5329KK,0
1AEQBETN,0
1AGLX0FE,0
1AW8QSL4,0
1AYJQ9EZ,0
1AYVYRYQ,0
1BHJM0RW,0
1CDZ2D2P,0
1CQEHL9J,0
1CVJMZDF,0
1CW7IG3S,0
1D290KFF,0
1D89C1XQ,0
1DAIX0MA,0
1DNX3VRF,0
1E9EBK5B,0
1ENRJ53J,0
1EYYTF6R,0
1FDILM4A,0
1FELHUNC,0
1FQVXJOG,0
1FTFR0JD,0
1FUDDMOH,0
1FY7SVW4,0
1G3BKVPH,0
1GLR8XRG,0
1GNA8599,0
1GPSS9KB,0
1GUGJUDU,0
1GVYL74K,0
1H0CHYJV,0
1H6D8SIO,0
1H6UCU0F,0
1HLZCWBS,0
1HN5499Q,0
1HVDMB2S,0
1I5Y44LR,0
1IK7LJZZ,0
1J3NCJOO,0
1JBC356U,0
1JGHA5DB,0
1JGOLI11,0
1JO6NQRU,0
1JQ4RLYU,0
1JV441U6,0
1JVVJ2L3,0
1K7KJ3EM,0
1KAPDGBL,0
1KIXM6E7,0
1KJKYS09,0
1L3TVUTI,0
1LI7YTGK,0
1LIR621Y,0
1LJP0Q2T,0
1LLXXFMT,0
1LM2659Q,0
1LMPYA19,0
1LWISJYN,0
1M3MUGT7,0
1M848CXN,0
1M8M8LWY,0
1MF8IRNZ,0
1MGE219Q,0
1MVXNBML,0
1MXZDT81,0
1N5ELR4B,0
1NL1IDBL,0
1NR57QVC,0
1O66DLEX,0
1OG5E44N,0
1OLF5CES,0
1OTCEUTB,0
1OV397YI,0
1P5OSMZS,0
1PDXT443,0
1PHQGV1K,0
1Q4973P1,0
1QHADUQ8,0
1QZZ632C,0
1R10AD1G,0
1R8LM9Q9,0
1RJECTL1,0
1RT2S3G6,0
1RVCUR4K,0
1RWQDVG6,0
1S3AYP18,0
1S3S29J1,0
1S49M49N,0
1SG2X4ZU,0
1SIX8HLK,0
1SKCA8EP,0
1SLHV5XF,0
1SNNQTIP,0
1SVQLHHM,0
1T0C0J5I,0
1TE8URRE,0
1THKW1AH,0
1TYDTNXF,0
1UD6PS78,0
1V79BWMO,0
1V8WAUGK,0
1VF6PHC1,0
1VS5SVNH,0
1VTEVYH5,0
1VYN1VPT,0
1WJ55D2G,0
1WRK9FR2,0
1WU05CCZ,0
1WV6C4G3,0
1XLJKA7R,0
1XLM2TLU,0
1XNPDGRI,0
1Y9RZ3FX,0
1Y9YVSU4,0
1YYMPD3J,0
1ZEJ12YM,0
1ZH03KU3,0
1ZIJZJIW,0
1ZOOZCO3,0
2029XRFF,0
2032QSMM,0
20GG6UW2,0
20LVF2NC,0
20U6WZ29,0
211GIYHQ,0
2157Y7O7,0
21W00O9A,0
21XGF2EZ,0
222NA1KI,0
22G523JN,0
22MVYMI2,0
22QTELMS,0
22W84H17,0
23P3SSVR,0
23XQ7VZW,0
2464245Z,0
24UH976E,0
2584B7T4,0
25RQJGOS,0
25ZLW3EP,0
268KX2SY,0
27N7NOP1,0
282NC86K,0
28C5XQXV,0
28QN0ORU,0
28YVEFQH,0
290UJXO2,0
29EN0QUK,0
29EZKGY4,0
29OQCDBK,0
2A1261K1,0
2A5IO2S3,0
2AC4KYQF,0
2AFDI2MJ,0
2B1KS8T9,0
2B6Q61W7,0
2B8LHDQS,0
2BBG4MKW,0
2BDA9NMA,0
2BF2VDKV,0
2BIB2WTB,0
2BJ7VQ1B,0
2BSN9HPY,0
2BW3A3KP,0
2C2P5XSF,0
2C43RFA4,0
2D43EY76,0
2DEF3ZT7,0
2DF4FWM3,0
2DKH354J,0
2DOYXIRS,0
2DX9KCUL,0
2E3Z70J7,0
2EI65C6O,0
2EPHZLNX,0
2EVE47YL,0
2EVHN3VP,0
2FAVB6B8,0
2FRTDIPL,0
2FZSC226,0
2G0ANM9H,0
2G2YL81G,0
2G67O8AT,0
2GGC5RGG,0
2GGK4EOX,0
2GL5L3TK,0
2GS7T0GP,0
2HATL6AU,0
2HGJ9DS9,0
2HKGV6C6,0
2I4G5BMZ,0
2IHKYZC7,0
2IMYI43N,0
2JF4OGAY,0
